STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT07,WT08
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/17/2020,2.8,,0,0,0,,26.7,16.1,250,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/18/2020,3,,0,0,0,,25.6,15,270,260,7.2,9.4,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/19/2020,3,,0,0,0,,29.4,15,260,270,8.1,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/20/2020,2.3,,0,0,0,,28.3,15.6,270,270,7.6,9.4,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/21/2020,2.8,,0,0,0,,29.4,15.6,270,280,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/22/2020,2.4,,0,0,0,,33.3,15,270,270,8.9,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/23/2020,2.8,,0,0,0,,32.8,16.1,280,270,7.2,9.4,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/24/2020,3.1,,0,0,0,,33.9,16.7,270,270,9.4,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/25/2020,2.6,,0,0,0,,31.7,16.7,270,270,8.9,11.2,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/26/2020,2.7,,0,0,0,,32.8,15.6,270,270,8.1,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/27/2020,3.2,,0,0,0,,32.2,16.7,260,260,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/28/2020,3.5,,0,0,0,,25.6,16.7,270,270,8.9,11.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/29/2020,3.1,,0,0,0,,26.1,15.6,260,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/30/2020,3,,0,0,0,,29.4,15,270,270,8.9,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/1/2020,2.6,,0,0,0,,27.8,15.6,270,270,7.2,9.4,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/2/2020,2.6,,0,0,0,,30.6,15.6,270,270,8.9,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/3/2020,2.1,,0,0,0,,35.6,15,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/4/2020,2.6,,0,0,0,,34.4,18.3,270,250,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/5/2020,2.2,,0,0,0,,37.8,17.8,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/6/2020,2.2,,0,0,0,,37.8,17.8,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/7/2020,2.5,,0,0,0,,35,17.2,270,260,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/8/2020,2.6,,0,0,0,,33.9,17.2,270,270,9.4,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/9/2020,2.8,,0,0,0,,34.4,16.1,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/10/2020,2.5,,0,0,0,,37.8,17.8,270,280,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/11/2020,2.3,,0,0,0,,40.6,21.7,270,270,9.8,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/12/2020,2.2,,0,0,0,,39.4,21.1,270,260,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/13/2020,2.2,,0,0,0,,36.1,18.9,270,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/14/2020,3.2,,0,0,0,,32.2,17.2,270,270,9.8,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/15/2020,2.8,,0,0,0,,32.8,17.2,270,270,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/16/2020,3.4,,0,0,0,,32.2,15.6,260,260,8.1,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/17/2020,2.6,,0,0,0,,33.3,17.2,270,270,8.9,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/18/2020,2.8,,0,0,0,,34.4,17.2,270,270,7.6,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/19/2020,2.2,,0,0,0,,34.4,16.7,260,260,7.2,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/20/2020,2.6,,0,0,0,,32.8,17.2,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/21/2020,2.8,,0,0,0,,33.3,17.2,270,270,8.1,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/22/2020,3.3,,0,0,0,,30.6,15.6,270,270,8.9,12.1,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/23/2020,2.5,,0,0,0,,28.9,15,270,270,7.2,8.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/24/2020,3.1,,0,0,0,,30.6,14.4,270,270,8.1,10.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/25/2020,2.8,,0,0,0,,33.3,15,260,250,9.4,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/26/2020,2.8,,0,0,0,,36.1,16.7,270,270,9.8,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/27/2020,2.6,,0,0,0,,32.2,17.2,260,270,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/28/2020,2.5,,0,0,0,,33.3,15,270,280,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/29/2020,2,,0,0,0,,35,16.1,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/30/2020,1.7,,0,0,0,,39.4,17.2,270,270,8.1,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/31/2020,2.5,,0,0,0,,41.7,22.2,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/1/2020,2.1,,0,0,0,,39.4,20.6,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/2/2020,2.3,,0,0,0,,37.2,19.4,270,280,9.8,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/3/2020,2.2,,0,0,0,,35.6,17.8,280,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/4/2020,3.4,,0,0,0,,31.7,16.7,270,270,8.1,10.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/5/2020,2.8,,0,0,0,,30.6,17.2,270,320,8.1,13,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/6/2020,2.6,,0,0,0,,30.6,17.2,270,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/7/2020,2.6,,0,0,0,,31.7,15,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/8/2020,2.6,,0,0,0,,33.3,16.7,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/9/2020,2.4,,0,0,0,,34.4,16.7,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/10/2020,2.8,,0,0,0,,35,16.7,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/11/2020,2.2,,0,0,0,,35,16.7,270,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/12/2020,2.5,,0,0,0,,38.3,15.6,270,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/13/2020,2,,0,0,0,,38.9,22.2,270,270,9.4,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/14/2020,2.2,,0,0,0,,40.6,22.2,250,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/15/2020,2.3,,0,0,0,,42.8,23.9,260,260,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/16/2020,2.5,,0,0,0,,38.9,22.8,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/17/2020,2.2,,0,0,0,,38.9,24.4,270,270,7.2,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/18/2020,1.8,,0,0,0,,42.2,23.3,270,270,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/19/2020,2.1,,0,0,0,,41.1,23.9,270,270,9.8,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/20/2020,1.9,,0,0,0,,39.4,23.3,270,270,7.6,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/21/2020,2.3,,0,0,0,,38.9,22.8,270,280,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/22/2020,2.9,,0,0,0,,37.2,23.9,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/23/2020,2.7,,0,0,0,,36.7,22.8,270,270,9.4,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/24/2020,2.5,,0,0,0,,36.1,22.8,270,250,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/25/2020,2.3,,0,0,0,,37.2,20.6,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/26/2020,2.1,,0,0,0,,38.3,20.6,270,270,8.9,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/27/2020,2.2,,0,0,0,,38.9,20.6,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/28/2020,2.7,,0,0,0,,37.2,19.4,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/29/2020,2.8,,0,0,0,,35,16.7,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/30/2020,2.6,,0,0,0,,33.3,15,260,250,8.1,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/31/2020,2.9,,0,0,0,,31.7,15.6,270,260,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/1/2020,2.8,,0,0,0,,31.7,16.1,270,270,8.1,10.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/2/2020,2.3,,0,0,0,,33.3,16.7,270,270,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/3/2020,1.8,,0,0,0,,35.6,17.8,270,270,6.7,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/4/2020,1.9,,0,0,0,,39.4,19.4,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/5/2020,2.4,,0,0,0,,47.2,21.1,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/6/2020,2.8,,0,0,0,,47.2,25.6,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/7/2020,2,,0,0,0,,33.9,21.7,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/8/2020,2.2,,0,0,0,,28.3,19.4,270,270,6.3,7.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/9/2020,3.8,,0,0,0,,34.4,17.8,270,350,8.1,13.4,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/10/2020,1.3,,0,0,0,,32.8,14.4,250,250,6.7,8.1,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/11/2020,1.9,,0,0,0,,35,16.1,270,270,8.1,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/12/2020,1.6,,0,0,0,,35,15.6,270,270,6.7,8.1,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/13/2020,1.4,,0,0,0,,35.6,15.6,270,270,7.2,8.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/14/2020,2.2,,0,0,0,,36.1,16.7,270,270,8.9,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/15/2020,1.8,,0,0,0,,36.7,16.7,260,260,7.2,8.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/16/2020,,,0,0,0,,37.2,17.8,,,,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/17/2020,1.6,,0,0,0,,38.3,16.7,260,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/18/2020,2.5,,0,0,0,,38.9,19.4,270,260,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/19/2020,2.1,,0,0,0,,36.7,18.3,270,260,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/20/2020,2.1,,0,0,0,,35,17.2,270,260,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/21/2020,2,,0,0,0,,33.3,16.7,260,250,8.1,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/22/2020,2.1,,0,0,0,,34.4,16.1,270,270,8.9,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/23/2020,1.7,,0,0,0,,33.9,16.7,260,270,7.6,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/24/2020,1.8,,0,0,0,,35.6,16.7,270,270,8.9,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/25/2020,1.6,,0,0,0,,32.8,15.6,260,270,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/26/2020,2,,0,0,0,,32.2,15.6,270,270,7.2,10.3,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/27/2020,2.2,,0,0,0,,32.8,16.7,270,270,7.6,8.9,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/28/2020,1.8,,0,0,0,,40,16.1,270,270,8.1,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/29/2020,1.8,,0,0,0,,40.6,17.2,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/30/2020,2.1,,0,0,0,,42.2,18.9,260,250,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/1/2020,2.3,,0,0,0,,41.1,20.6,260,250,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/2/2020,2.3,,0,0,0,,40.6,18.9,260,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/3/2020,2.2,,0,0,0,,38.3,17.2,260,,7.2,,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/4/2020,1.9,,0,0,0,,36.7,16.1,270,270,7.6,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/5/2020,2,,0,0,0,,36.1,17.2,270,270,6.7,8.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/6/2020,2.3,,0,0,0,,35,16.7,260,260,6.7,8.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/7/2020,2.2,,0,0,0,,32.8,16.1,270,270,7.2,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/8/2020,2.2,,0,0,0,,27.2,16.7,260,270,6.7,8.5,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/9/2020,2.2,,0,0,0,,26.1,16.1,270,270,6.3,7.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/10/2020,1.7,,0,0,0,,25.6,16.7,270,270,7.2,8.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/11/2020,1.3,,0,0,0,,28.3,14.4,270,270,5.4,7.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/12/2020,2.4,,0,0,0,,37.2,15,270,280,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/13/2020,2.6,,0,0,0,,37.8,17.2,250,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/14/2020,1.9,,0,0,0,,37.2,16.1,260,270,5.8,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/15/2020,2.3,,0,0,0,,38.3,16.7,270,270,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/16/2020,2.7,,0,0,0,,38.9,17.8,30,20,6.3,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/17/2020,1.7,,0,0,0,,35,16.7,270,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/18/2020,1.6,,0,0,0,,32.2,14.4,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/19/2020,1.4,,0,0,0,,29.4,14.4,270,270,5.8,7.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/20/2020,1.7,,0,0,0,,29.4,15.6,260,270,6.7,8.1,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/21/2020,1.4,,0,0,0,,26.1,15.6,270,270,5.8,6.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/22/2020,1.7,,0,0,0,,23.9,15.6,270,250,6.3,8.1,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/23/2020,1.1,,0,0,0,,23.9,15.6,270,270,6.3,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/24/2020,1.7,,0,0,0,,22.2,16.1,240,240,5.8,6.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/25/2020,3.1,,0,0,0,,19.4,13.9,250,250,8.1,10.3,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/26/2020,6.2,,0,0,0,,19.4,12.2,30,30,13.9,22.8,,,,1,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/27/2020,5,,0,0,0,,25.6,13.3,360,360,10.7,16.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/28/2020,1.8,,0,0,,,27.2,9.4,270,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/29/2020,1.6,,0,0,0,,31.7,9.4,270,270,5.8,6.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/30/2020,1.7,,0,0,0,,31.7,10.6,270,280,7.2,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/31/2020,1.4,,0,0,0,,33.9,10,270,280,6.3,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/1/2020,2.1,,0,0,0,,32.8,11.7,270,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/2/2020,1.6,,0,0,0,,31.1,13.3,270,270,7.2,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/3/2020,1.3,,0,0,0,,28.3,11.7,270,270,6.3,7.2,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/4/2020,1.3,,0,0,0,,35.6,11.1,270,270,5.8,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/5/2020,1.7,,0,0,0,,35,13.3,30,30,5.4,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/6/2020,2.6,,0.3,0,0,,27.8,12.2,260,260,9.8,11.2,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/7/2020,3.4,,3.8,,0,,13.3,8.9,240,230,10.3,11.6,,,1,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/8/2020,4.9,,0,,0,,15,8.3,240,240,13,17.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/9/2020,1.4,,0,0,0,,16.7,4.4,50,30,4,5.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/10/2020,1.7,,0,0,0,,20.6,4.4,270,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/11/2020,1.6,,0,0,0,,21.1,3.9,270,260,4.5,6.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/12/2020,1.4,,0,0,0,,22.2,5,280,270,4,6.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/13/2020,1.6,,0,0,0,,21.1,5,270,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/14/2020,1.3,,0,0,0,,22.2,7.2,40,270,4.5,6.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/15/2020,1.7,,0,0,0,,30.6,7.8,110,40,4,4.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/16/2020,2.5,,0,0,0,,33.9,12.2,100,30,5.8,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/17/2020,1.7,,0,0,0,,28.3,9.4,270,250,5.4,6.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/18/2020,1.9,,0,0,0,,21.1,7.8,270,280,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/19/2020,1.1,,0,0,0,,22.8,7.8,270,280,3.6,6.3,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/20/2020,1.3,,0,0,0,,26.7,8.9,270,280,5.4,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/21/2020,0.9,,0,0,0,,28.3,10,360,30,5.4,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/22/2020,1.5,,0,0,0,,26.1,9.4,270,270,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/23/2020,1.3,,0,0,0,,18.3,7.2,270,270,6.3,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/24/2020,1.5,,0,0,0,,23.3,8.3,270,270,5.8,7.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/25/2020,1.6,,0,0,0,,20.6,6.1,260,270,4,6.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/26/2020,3.8,,0,0,0,,19.4,7.8,10,10,10.3,17.4,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/27/2020,5.1,,0,0,0,,20.6,8.9,360,360,10.3,15.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/28/2020,2.8,,0,0,0,,23.9,4.4,30,10,5.4,7.2,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/29/2020,2.3,,0,0,0,,26.7,3.9,10,360,5.8,8.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/30/2020,2,,0,0,0,,27.8,7.2,30,30,4.5,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/1/2020,2.2,,0,0,0,,28.3,6.1,360,20,6.3,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/2/2020,3.7,,0,0,0,,26.7,8.9,60,360,8.1,13,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/3/2020,3.7,,0,0,0,,21.7,8.9,30,50,7.6,11.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/4/2020,2.1,,0,0,0,,23.9,2.8,270,270,5.4,6.3,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/5/2020,1.7,,0,0,0,,23.3,3.9,40,40,4,4.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/6/2020,1.7,,0,0,0,,26.1,3.3,270,280,6.3,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/7/2020,3.3,,0,0,0,,23.3,8.3,70,90,7.6,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/8/2020,3.3,,0,0,0,,25.6,16.1,30,40,7.2,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/9/2020,1.5,,0,0,0,,24.4,8.3,250,250,5.4,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/10/2020,1.5,,0,,,,18.9,4.4,260,270,5.8,6.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/11/2020,0.9,,0,,,,16.7,7.2,270,270,5.4,5.8,1,,,,1
